Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
245507.8125	22.7040	4.8512	85.3309	0.7721	8.3449	4.2332	-0.4762	-0.5573	-0.7679	245507.8125	-14.0226	-4.0856	-34.8663	-1.3259	9.5729	1.1918	-0.1365	-0.8105	-0.4946	245507.8125	-0.9110	-1.0071	-1.3390	-1.5791	4.2565	-8.5406	-0.3139	-0.3208	0.8524	245507.8125	-15.5824	103.2285	150.3725	0.1811	8.5334	1.7862	0.3667	-0.5679	0.3724	245507.8125	3509012342.1256	3509012096.6177	11.3892	42.0686	-108.9835	5.2531	4.9943	-0.2043	-0.3265	-0.7085	0.4000	245507.8125	-91.4803	99.4499	48.1661	-0.7930	6.6184	-8.7297	-1.0500	1.0987	0.2911	245507.8125	-1.7821	-49.7805	24.1052	-0.1353	6.1080	-2.4633	0.4212	-0.7912	-0.1452	0.0000	0.0000
245517.5781	22.7040	4.8512	85.3309	-1.2719	14.2255	7.0526	-0.4495	-0.5806	-0.7831	245517.5781	-14.0226	-4.0856	-34.8663	-1.4851	9.0992	0.6509	-0.1423	-0.8027	-0.5183	245517.5781	-3.3340	-0.6140	-2.9073	-1.8127	4.1796	-8.3838	-0.3139	-0.3208	0.8524	245517.5781	-15.5824	103.2285	150.3725	0.3306	7.6169	1.2535	0.3882	-0.5453	0.3911	245517.5781	3509012342.1353	3509012096.6177	-3.0068	34.9835	-91.9308	4.5489	4.0628	-0.0369	-0.3490	-0.7170	0.4126	245517.5781	-91.4803	99.4499	48.1661	0.7206	4.4941	-7.1254	-1.0320	1.0966	0.2864	245517.5781	-12.3134	-57.9083	14.4795	-0.1353	5.7257	-2.4594	0.4304	-0.7854	-0.1406	0.0000	0.0000
245527.3437	22.7040	4.8512	85.3309	3.8766	5.9773	3.8498	-0.4381	-0.5961	-0.7592	245527.3437	-17.9412	14.9952	-32.8968	-1.3259	9.1717	0.0991	-0.1500	-0.8047	-0.4968	245527.3437	-3.3340	-0.6140	-2.9073	-1.8127	3.7099	-8.3023	-0.3018	-0.3229	0.8260	245527.3437	-26.2513	59.6176	153.0335	-0.4509	6.7768	0.4977	0.3882	-0.5453	0.3911	245527.3437	3509012342.1451	3509012096.6177	-3.0068	34.9835	-91.9308	4.0795	3.7589	0.6772	-0.3633	-0.7170	0.3937	245527.3437	-91.4803	99.4499	48.1661	1.7640	0.9890	-5.2454	-1.0480	1.1071	0.2911	245527.3437	-12.3134	-57.9083	14.4795	-0.0565	5.6485	-2.5364	0.4193	-0.7739	-0.1429	0.0000	0.0000
245537.1094	14.3135	-290.9839	67.1130	0.9978	6.4356	-5.0755	-0.4610	-0.5748	-0.7505	245537.1094	-17.9412	14.9952	-32.8968	-0.5299	9.2560	0.7264	-0.1500	-0.8047	-0.4968	245537.1094	-3.3340	-0.6140	-2.9073	-1.5791	3.7075	-8.5351	-0.3159	-0.3292	0.8392	245537.1094	-26.2513	59.6176	153.0335	-1.3771	6.7768	0.7385	0.4039	-0.4856	0.3981	245537.1094	3509012342.1548	3509012096.6177	-3.0068	34.9835	-91.9308	3.6883	2.6624	-0.1019	-0.3633	-0.7170	0.3937	245537.1094	-109.1102	16.0707	81.6400	3.0332	-0.7663	-4.4396	-1.0320	1.0798	0.3146	245537.1094	-12.3134	-57.9083	14.4795	-0.3741	5.8022	-2.4602	0.4137	-0.7893	-0.1406	0.0000	0.0000
245546.8750	14.3135	-290.9839	67.1130	-1.3668	8.2685	-2.4380	-0.4571	-0.5573	-0.7375	245546.8750	-17.9412	14.9952	-32.8968	0.1866	9.6446	0.5614	-0.1519	-0.8164	-0.4817	245546.8750	-3.3340	-0.6140	-2.9073	-1.1898	3.6329	-8.1541	-0.3159	-0.3292	0.8392	245546.8750	-26.2513	59.6176	153.0335	-2.3785	7.0060	1.2095	0.4098	-0.4733	0.4005	245546.8750	3509012342.1646	3509012096.6177	-14.9436	76.2002	-22.4728	3.8447	1.5659	-0.8811	-0.3653	-0.7149	0.3789	245546.8750	-109.1102	16.0707	81.6400	3.9089	-1.6730	-3.5634	-1.0320	1.0798	0.3146	245546.8750	-12.3134	-57.9083	14.4795	-0.1353	6.0315	-2.4625	0.4119	-0.7739	-0.1498	0.0000	0.0000
245556.6406	14.3135	-290.9839	67.1130	-0.6052	7.6575	1.9976	-0.4457	-0.5515	-0.7766	245556.6406	-19.5889	17.5022	-30.3306	0.4254	9.4145	0.9591	-0.1385	-0.7891	-0.5032	245556.6406	-0.9112	7.2883	-4.2969	-1.2676	3.6283	-8.6142	-0.3119	-0.3125	0.8414	245556.6406	1.6225	41.9907	144.2566	-2.5294	7.2351	1.5947	0.4216	-0.4856	0.4145	245556.6406	3509012342.1744	3509012096.6177	-14.9436	76.2002	-22.4728	4.4707	0.3266	-0.3946	-0.3816	-0.7234	0.4021	245556.6406	-109.1102	16.0707	81.6400	2.8009	-1.6821	-4.0186	-0.9940	1.1197	0.3146	245556.6406	-26.8858	-61.1775	5.3640	-0.3703	6.2648	-2.0760	0.4249	-0.8142	-0.1452	0.0000	0.0000
245566.4062	120.0201	86.3420	87.5322	0.0616	8.9558	4.9110	-0.4229	-0.5398	-0.7701	245566.4062	-19.5889	17.5022	-30.3306	0.1866	9.6439	0.4828	-0.1385	-0.7891	-0.5032	245566.4062	-0.9112	7.2883	-4.2969	-1.5791	3.7883	-8.3054	-0.2978	-0.2812	0.8304	245566.4062	1.6225	41.9907	144.2566	-1.9870	7.1587	1.6672	0.4216	-0.4856	0.4145	245566.4062	3509012342.1841	3509012096.6177	-14.9436	76.2002	-22.4728	5.4095	0.0988	0.1607	-0.3714	-0.7085	0.3705	245566.4062	-116.1377	-30.0219	25.0616	1.1346	-0.0870	-5.1316	-1.0180	1.0945	0.3427	245566.4062	-26.8858	-61.1775	5.3640	-0.6083	6.4949	-2.0006	0.4045	-0.7854	-0.1359	0.0000	0.0000
245576.1719	120.0201	86.3420	87.5322	0.3066	9.2613	5.5071	-0.4114	-0.5728	-0.8091	245576.1719	-19.5889	17.5022	-30.3306	-0.1318	9.4066	0.1730	-0.1558	-0.8047	-0.4882	245576.1719	-0.9112	7.2883	-4.2969	-1.8127	3.9467	-8.1510	-0.3239	-0.3333	0.8348	245576.1719	1.6225	41.9907	144.2566	-1.4484	7.3878	1.3507	0.4431	-0.4547	0.3981	245576.1719	3509012342.1939	3509012096.6177	-1.2024	73.2506	38.2268	6.1919	0.4923	0.6309	-0.3714	-0.7085	0.3705	245576.1719	-116.1377	-30.0219	25.0616	-0.4439	0.3708	-5.3480	-1.0180	1.0945	0.3427	245576.1719	-26.8858	-61.1775	5.3640	-1.0860	6.8772	-2.0044	0.4156	-0.8008	-0.1475	0.0000	0.0000
245585.9375	120.0201	86.3420	87.5322	0.7096	9.4141	5.9528	-0.3848	-0.5573	-0.8004	245585.9375	-19.5889	17.5022	-30.3306	-0.1318	9.0968	0.4151	-0.1481	-0.8086	-0.4839	245585.9375	-2.1592	9.0567	-3.9018	-1.5012	4.2557	-8.6182	-0.3239	-0.3333	0.8348	245585.9375	-34.4865	65.5161	139.0894	-2.0737	7.6933	0.7363	0.4373	-0.4095	0.4239	245585.9375	3509012342.2037	3509012096.6177	-1.2024	73.2506	38.2268	6.5049	0.8938	1.8911	-0.3714	-0.7000	0.3579	245585.9375	-116.1377	-30.0219	25.0616	-0.8347	0.3003	-5.0204	-0.9780	1.1176	0.3615	245585.9375	-18.8326	-48.7816	-0.0802	-1.4840	7.1830	-2.0074	0.4212	-0.7605	-0.1429	0.0000	0.0000
245595.7031	120.0201	86.3420	87.5322	0.5487	8.9558	5.8086	-0.3657	-0.5592	-0.8286	245595.7031	-15.4176	34.0742	-22.6942	0.6642	8.7823	0.1855	-0.1558	-0.8340	-0.4968	245595.7031	-2.1592	9.0567	-3.9018	-1.4234	4.1750	-8.8486	-0.3280	-0.2917	0.8458	245595.7031	-34.4865	65.5161	139.0894	-2.3870	7.2351	0.3580	0.4353	-0.4239	0.4450	245595.7031	3509012342.2134	3509012096.6177	-1.2024	73.2506	38.2268	6.8178	0.5843	2.0522	-0.3776	-0.7064	0.3663	245595.7031	-116.1377	-30.0219	25.0616	-0.0353	-0.6015	-3.9039	-0.9840	1.1576	0.3897	245595.7031	-18.8326	-48.7816	-0.0802	-1.8048	7.2572	-2.2415	0.4267	-0.7663	-0.1452	0.0000	0.0000
245605.4687	19.5683	69.5190	94.1484	0.7818	9.0322	5.2039	-0.3448	-0.5592	-0.8243	245605.4687	-15.4176	34.0742	-22.6942	1.2214	9.1733	0.2563	-0.1558	-0.8340	-0.4968	245605.4687	-2.1592	9.0567	-3.9018	-1.4234	4.0958	-8.9247	-0.3179	-0.2958	0.8282	245605.4687	-34.4865	65.5161	139.0894	-2.6965	7.0823	0.3627	0.4353	-0.4239	0.4450	245605.4687	3509012342.2232	3509012096.6177	-0.7987	-7.6032	96.8760	6.7396	0.5050	1.8950	-0.3776	-0.7064	0.3663	245605.4687	-162.1029	-28.2510	-4.5764	0.6040	-1.2772	-3.0276	-0.9940	1.1492	0.4155	245605.4687	-18.8326	-48.7816	-0.0802	-1.8813	7.4896	-1.9327	0.4137	-0.7739	-0.1498	0.0000	0.0000
245615.2344	19.5683	69.5190	94.1484	0.4452	7.2757	3.4199	-0.3448	-0.5670	-0.8200	245615.2344	-15.4176	34.0742	-22.6942	1.6990	9.4145	0.9591	-0.1635	-0.8184	-0.4796	245615.2344	-2.6449	9.6839	-2.8112	-1.1898	4.1727	-9.0814	-0.3179	-0.2958	0.8282	245615.2344	-34.4865	65.5161	139.0894	-2.3026	6.8532	1.0558	0.4608	-0.3889	0.4426	245615.2344	3509012342.2330	3509012096.6177	-0.7987	-7.6032	96.8760	6.4267	-0.0488	0.9523	-0.3490	-0.7000	0.3642	245615.2344	-162.1029	-28.2510	-4.5764	0.6876	-1.4216	-2.5488	-0.9940	1.1492	0.4155	245615.2344	-20.3270	-29.6806	4.1166	-1.9625	7.8704	-2.0921	0.4341	-0.7625	-0.1475	0.0000	0.0000
245625.0000	19.5683	69.5190	94.1484	0.3534	7.1229	2.2190	-0.3333	-0.5767	-0.8113	245625.0000	-11.3800	4.0210	-12.8470	1.6194	9.7258	0.8743	-0.1692	-0.7988	-0.4796	245625.0000	-2.6449	9.6839	-2.8112	-1.2676	4.2549	-8.6973	-0.3340	-0.3042	0.8524	245625.0000	-34.5171	71.5086	116.3829	-2.6833	6.3186	1.6826	0.4706	-0.3560	0.4614	245625.0000	3509012342.2427	3509012096.6177	-0.7987	-7.6032	96.8760	5.5660	-0.5130	1.1940	-0.3245	-0.7021	0.3579	245625.0000	-162.1029	-28.2510	-4.5764	-0.3387	-0.0387	-2.7151	-0.9700	1.1996	0.4601	245625.0000	-20.3270	-29.6806	4.1166	-1.8041	8.1754	-2.1729	0.4341	-0.7625	-0.1498	0.0000	0.0000
245634.7656	0.7232	24.7703	85.3901	-0.1308	8.1921	1.6115	-0.3257	-0.5845	-0.8265	245634.7656	-11.3800	4.0210	-12.8470	0.9826	9.6494	1.0331	-0.1500	-0.8008	-0.4968	245634.7656	-2.6449	9.6839	-2.8112	-1.2676	3.7867	-8.4622	-0.3501	-0.3208	0.8370	245634.7656	-34.5171	71.5086	116.3829	-2.5301	6.2422	1.5274	0.4706	-0.3560	0.4614	245634.7656	3509012342.2525	3509012096.6177	-0.7987	-7.6032	96.8760	4.2359	-1.1398	0.7262	-0.3000	-0.7106	0.3853	245634.7656	-187.7492	-85.5054	7.6596	-1.3570	0.8213	-2.0751	-0.9600	1.2080	0.4695	245634.7656	-20.3270	-29.6806	4.1166	-1.6449	8.3283	-2.1744	0.4193	-0.7739	-0.1498	0.0000	0.0000
245644.5312	0.7232	24.7703	85.3901	0.1089	8.8031	1.6782	-0.3067	-0.5709	-0.8221	245644.5312	-11.3800	4.0210	-12.8470	1.7786	9.7321	1.5031	-0.1500	-0.8008	-0.4968	245644.5312	0.4056	8.9557	-0.9028	-0.3333	3.3914	-8.7749	-0.3280	-0.2792	0.8304	245644.5312	-34.5171	71.5086	116.3829	-2.0704	5.9368	1.0627	0.4745	-0.3354	0.4895	245644.5312	3509012342.2623	3509012096.6177	2.9967	-71.7860	132.0590	3.0623	-1.8467	0.0222	-0.3000	-0.7106	0.3853	245644.5312	-187.7492	-85.5054	7.6596	-2.8503	1.0608	-1.6520	-0.9560	1.2542	0.5070	245644.5312	-13.7516	-15.5441	9.0817	-1.5653	8.5577	-2.1767	0.4267	-0.7625	-0.1382	0.0000	0.0000
245654.2969	0.7232	24.7703	85.3901	0.5976	8.8031	2.7262	-0.2838	-0.5748	-0.8286	245654.2969	-13.9298	-3.4978	-3.2263	1.6194	10.0403	1.1039	-0.1673	-0.8242	-0.4753	245654.2969	0.4056	8.9557	-0.9028	-0.8783	3.7059	-8.6957	-0.3280	-0.2792	0.8304	245654.2969	-27.7361	57.9266	78.5138	-2.0773	5.4785	0.3725	0.4667	-0.3148	0.4871	245654.2969	3509012342.2720	3509012096.6177	2.9967	-71.7860	132.0590	2.5147	-1.9292	-0.4511	-0.2796	-0.7638	0.3853	245654.2969	-187.7492	-85.5054	7.6596	-3.7092	1.3080	-0.8438	-0.9560	1.2542	0.5070	245654.2969	-13.7516	-15.5441	9.0817	-1.3258	9.0172	-2.1035	0.4249	-0.7605	-0.1498	0.0000	0.0000
245664.0625	-11.0577	116.5880	76.5918	0.1300	8.5740	3.7861	-0.2514	-0.5748	-0.8265	245664.0625	-13.9298	-3.4978	-3.2263	0.3458	9.9615	1.0268	-0.1519	-0.7871	-0.4710	245664.0625	0.4056	8.9557	-0.9028	-1.1119	3.6291	-8.5390	-0.3481	-0.3229	0.8414	245664.0625	-27.7361	57.9266	78.5138	-1.8459	5.1730	0.2960	0.4608	-0.3395	0.4871	245664.0625	3509012342.2818	3509012096.6177	2.9967	-71.7860	132.0590	2.9059	-1.9982	0.4187	-0.2306	-0.7277	0.3726	245664.0625	-206.4860	-81.4608	53.7560	-3.6208	1.4041	0.1078	-0.9340	1.2668	0.5540	245664.0625	-13.7516	-15.5441	9.0817	-1.1650	9.4775	-1.9526	0.4397	-0.7567	-0.1452	0.0000	0.0000
245673.8281	-11.0577	116.5880	76.5918	0.6164	8.7267	4.6069	-0.2438	-0.5806	-0.8395	245673.8281	-13.9298	-3.4978	-3.2263	0.7438	10.4195	-0.0045	-0.1615	-0.8027	-0.4860	245673.8281	0.4056	8.9557	-0.9028	-1.1119	3.5522	-8.3845	-0.3400	-0.3250	0.8524	245673.8281	-27.7361	57.9266	78.5138	-1.4597	4.9439	0.2173	0.4608	-0.3395	0.4871	245673.8281	3509012342.2916	3509012096.6177	1.8931	9.3040	164.9269	3.3753	-1.9888	1.3668	-0.2306	-0.7277	0.3726	245673.8281	-206.4860	-81.4608	53.7560	-3.2172	1.1921	1.0592	-0.8980	1.3298	0.5634	245673.8281	-13.7516	-15.5441	9.0817	-1.0863	9.8590	-2.0342	0.4304	-0.7778	-0.1429	0.0000	0.0000
245683.5937	-11.0577	116.5880	76.5918	-0.2527	8.5740	5.3692	-0.2419	-0.5845	-0.8286	245683.5937	-5.4665	-3.5432	6.4862	1.4602	10.1917	0.6291	-0.1615	-0.8027	-0.4860	245683.5937	8.5949	6.9754	-0.3051	-1.6569	3.2385	-8.3760	-0.3400	-0.3250	0.8524	245683.5937	-19.2408	62.7924	37.7811	-0.8352	4.1038	0.7598	0.4627	-0.2984	0.5129	245683.5937	3509012342.3013	3509012096.6177	1.8931	9.3040	164.9269	3.6100	-1.6801	1.1267	-0.2102	-0.7745	0.3958	245683.5937	-206.4860	-81.4608	53.7560	-0.7698	2.1244	1.4692	-0.9180	1.3088	0.6033	245683.5937	-7.6976	-12.7592	12.1127	-1.1643	10.2428	-1.8825	0.4286	-0.7989	-0.1452	0.0000	0.0000
245693.3594	-36.1454	-61.5594	61.1567	-0.0136	8.4212	5.3683	-0.2438	-0.5883	-0.8156	245693.3594	-5.4665	-3.5432	6.4862	1.0622	10.8136	0.3808	-0.1596	-0.8359	-0.4667	245693.3594	8.5949	6.9754	-0.3051	-1.2676	3.3923	-8.6887	-0.3300	-0.3021	0.8326	245693.3594	-19.2408	62.7924	37.7811	-0.9868	3.7220	1.0740	0.4608	-0.2963	0.5035	245693.3594	3509012342.3111	3509012096.6177	1.8931	9.3040	164.9269	5.1748	-1.1366	1.0422	-0.1857	-0.7489	0.3874	245693.3594	-206.4860	-81.4608	53.7560	1.2844	3.4435	1.9589	-0.9180	1.3088	0.6033	245693.3594	-7.6976	-12.7592	12.1127	-1.0848	10.6251	-1.8863	0.4434	-0.7605	-0.1452	0.0000	0.0000
245703.1250	-36.1454	-61.5594	61.1567	0.3090	8.5740	5.7396	-0.2400	-0.5922	-0.8134	245703.1250	-5.4665	-3.5432	6.4862	0.5050	11.1210	-0.0971	-0.1615	-0.7910	-0.4624	245703.1250	8.5949	6.9754	-0.3051	-0.9562	3.7836	-8.7726	-0.3441	-0.3208	0.8216	245703.1250	-19.2408	62.7924	37.7811	-1.2182	3.5692	1.1550	0.4471	-0.3086	0.5199	245703.1250	3509012342.3209	3509012096.6177	-1.7467	33.1674	169.6838	6.5049	-1.1208	2.6223	-0.1388	-0.7617	0.3726	245703.1250	-188.9458	-103.3279	112.7573	2.2289	5.0582	1.8281	-0.8620	1.3613	0.6291	245703.1250	-7.6976	-12.7592	12.1127	-1.0029	10.7039	-1.6538	0.4453	-0.7625	-0.1452	0.0000	0.0000
245712.8906	-36.1454	-61.5594	61.1567	0.4631	8.6504	5.2109	-0.2267	-0.5961	-0.8134	245712.8906	-5.4665	-3.5432	6.4862	0.5050	11.2084	0.8446	-0.1615	-0.7910	-0.4624	245712.8906	27.5849	12.7951	-4.0098	-1.9684	3.9390	-8.9177	-0.3461	-0.3312	0.8370	245712.8906	23.9247	9.7931	-1.9937	-1.6871	3.4165	0.6980	0.4471	-0.3086	0.5199	245712.8906	3509012342.3306	3509012096.6177	-1.7467	33.1674	169.6838	7.1308	-1.0367	3.2536	-0.1388	-0.7617	0.3726	245712.8906	-188.9458	-103.3279	112.7573	2.8677	6.7691	2.6568	-0.8500	1.3908	0.6526	245712.8906	1.8253	-17.5723	7.5948	-1.0802	11.1650	-1.4251	0.4360	-0.7835	-0.1475	0.0000	0.0000
245722.6562	-36.1454	-61.5594	61.1567	1.3299	8.7267	4.2238	-0.2171	-0.5903	-0.8221	245722.6562	-4.7022	-5.8486	13.7491	1.1418	11.2928	1.4719	-0.1558	-0.8203	-0.4796	245722.6562	27.5849	12.7951	-4.0098	-1.5012	3.7037	-8.9200	-0.3461	-0.3312	0.8370	245722.6562	23.9247	9.7931	-1.9937	-1.9216	3.4928	0.4680	0.4333	-0.3333	0.5269	245722.6562	3509012342.3404	3509012096.6177	-1.7467	33.1674	169.6838	7.2873	-0.3417	2.7726	-0.1388	-0.7766	0.3916	245722.6562	-188.9458	-103.3279	112.7573	3.2741	8.6421	3.8848	-0.8220	1.4013	0.6808	245722.6562	1.8253	-17.5723	7.5948	-1.1629	11.3912	-1.7385	0.4360	-0.7778	-0.1429	0.0000	0.0000
245732.4219	-43.9859	39.8538	50.4946	1.7991	8.6504	3.3174	-0.2095	-0.6097	-0.8026	245732.4219	-4.7022	-5.8486	13.7491	2.1766	11.8366	1.2252	-0.1577	-0.8242	-0.4710	245732.4219	27.5849	12.7951	-4.0098	-0.9562	3.6237	-9.0783	-0.3481	-0.3542	0.8172	245732.4219	23.9247	9.7931	-1.9937	-2.5383	3.3401	0.7073	0.4569	-0.2942	0.5105	245732.4219	3509012342.3502	3509012096.6177	3.1294	2.5058	140.7664	7.3655	0.3510	2.0545	-0.1143	-0.7787	0.3937	245732.4219	-161.7483	-93.0740	105.7982	3.0485	10.0502	4.9756	-0.8220	1.4013	0.6808	245732.4219	1.8253	-17.5723	7.5948	-1.3252	11.3881	-2.0495	0.4137	-0.7720	-0.1521	0.0000	0.0000
245742.1875	-43.9859	39.8538	50.4946	1.2390	8.3449	3.1004	-0.1981	-0.6117	-0.8134	245742.1875	-4.7022	-5.8486	13.7491	2.6542	12.3876	1.6859	-0.1500	-0.7910	-0.4624	245742.1875	55.0533	25.8042	-3.3182	-0.6448	3.7820	-8.9293	-0.3380	-0.3125	0.8040	245742.1875	23.9247	9.7931	-1.9937	-2.2938	3.2637	1.9408	0.4569	-0.2942	0.5105	245742.1875	3509012342.3599	3509012096.6177	3.1294	2.5058	140.7664	7.3655	1.1278	1.9677	-0.1143	-0.7787	0.3937	245742.1875	-161.7483	-93.0740	105.7982	3.1351	11.0669	5.7495	-0.7800	1.4622	0.7113	245742.1875	2.9922	-21.2048	1.0775	-1.8029	11.6175	-2.0518	0.4360	-0.8065	-0.1521	0.0000	0.0000
245751.9531	-43.9859	39.8538	50.4946	0.5307	9.0322	4.0031	-0.2133	-0.6136	-0.7961	245751.9531	3.4816	-15.0881	18.9685	1.5398	13.0119	1.6734	-0.1500	-0.7910	-0.4624	245751.9531	55.0533	25.8042	-3.3182	-2.5912	2.0477	-9.8145	-0.3380	-0.3125	0.8040	245751.9531	62.8501	-78.5334	-49.9096	-2.5143	3.3401	3.1003	0.4471	-0.3498	0.4918	245751.9531	3509012342.3697	3509012096.6177	3.1294	2.5058	140.7664	7.6002	1.8260	1.8027	-0.0755	-0.7936	0.3768	245751.9531	-161.7483	-93.0740	105.7982	2.9139	10.5583	7.2766	-0.7820	1.4664	0.7183	245751.9531	2.9922	-21.2048	1.0775	-2.3562	11.9272	-1.6661	0.4119	-0.7950	-0.1567	0.0000	0.0000
245761.7187	-4.9820	-59.2935	43.9497	-0.3393	10.1014	4.6779	-0.2076	-0.6058	-0.8113	245761.7187	3.4816	-15.0881	18.9685	0.6642	14.3992	-0.0841	-0.1519	-0.8574	-0.4817	245761.7187	55.0533	25.8042	-3.3182	0.5231	4.6338	-10.0252	-0.3803	-0.3396	0.8128	245761.7187	62.8501	-78.5334	-49.9096	-2.2010	3.7220	3.4794	0.4490	-0.3601	0.4941	245761.7187	3509012342.3795	3509012096.6177	-2.6251	17.4189	89.4681	7.9914	1.8991	1.3279	-0.0612	-0.7872	0.3789	245761.7187	-67.9040	-38.8887	114.5522	3.1080	7.0115	10.9257	-0.7860	1.4937	0.7512	245761.7187	2.9922	-21.2048	1.0775	-2.6739	12.3867	-1.5929	0.4267	-0.7989	-0.1452	0.0000	0.0000
245771.4844	-4.9820	-59.2935	43.9497	-0.8130	10.5597	5.1293	-0.2190	-0.6136	-0.7939	245771.4844	3.4816	-15.0881	18.9685	-0.1318	14.7807	-0.9565	-0.1519	-0.8066	-0.4667	245771.4844	55.0533	25.8042	-3.3182	-1.6569	3.3085	-9.2218	-0.3441	-0.3375	0.8040	245771.4844	62.8501	-78.5334	-49.9096	-1.7538	4.9439	1.7642	0.4667	-0.3580	0.4543	245771.4844	3509012342.3892	3509012096.6177	-2.6251	17.4189	89.4681	9.1650	1.0351	0.4674	-0.0490	-0.7979	0.3916	245771.4844	-67.9040	-38.8887	114.5522	2.4374	1.2358	14.7959	-0.7860	1.4937	0.7512	245771.4844	2.9922	-21.2048	1.0775	-3.2273	13.0022	-1.2102	0.4174	-0.7586	-0.1567	0.0000	0.0000
245781.2500	-4.9820	-59.2935	43.9497	-0.8934	10.5597	5.0549	-0.2095	-0.6136	-0.8091	245781.2500	-2.3970	7.4075	22.7222	-1.4055	14.1556	-1.0227	-0.1635	-0.8223	-0.4602	245781.2500	123.1546	22.2926	-9.7968	-2.2019	3.3093	-9.1395	-0.3602	-0.3792	0.7709	245781.2500	52.7476	-145.7309	-106.3008	-1.3128	6.0895	-0.5677	0.4667	-0.3580	0.4543	245781.2500	3509012342.3990	3509012096.6177	-2.6251	17.4189	89.4681	10.5733	-1.5913	2.2320	-0.0490	-0.7979	0.3916	245781.2500	-67.9040	-38.8887	114.5522	12.8553	40.0134	39.8419	-0.7720	1.4580	0.7512	245781.2500	26.4666	-9.7472	-6.2110	-3.4662	13.7668	-1.2179	0.4267	-0.7778	-0.1659	0.0000	0.0000
