Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
242197.2656	1.8372	5.5508	-2.5651	-1.7052	9.0322	3.5742	-0.3200	-0.5767	-0.7744	242197.2656	-1.4687	1.5452	-2.2661	0.3458	9.7211	0.4026	-0.2712	-0.6875	-0.4559	242197.2656	-0.5862	0.1318	-0.1601	-0.7226	4.4110	-8.7812	-0.3642	-0.0708	0.6432	242197.2656	0.5817	6.7566	-4.6827	-0.6571	9.4499	3.0978	0.2255	-0.6872	0.1382	242197.2656	3509012338.8150	3509012096.6177	-0.7575	2.3918	0.4375	1.1846	9.6692	0.6971	0.2633	-0.6021	0.3726	242197.2656	0.4026	-0.2342	-0.3253	0.0812	5.9395	-8.0172	-0.8320	1.7290	0.5681	242197.2656	-0.2041	10.0045	0.8871	-0.2863	9.6335	-1.6431	0.3024	-0.7797	-0.3249	0.0000	0.0000
242207.0312	1.8372	5.5508	-2.5651	-1.7842	8.9558	3.6510	-0.3238	-0.5728	-0.7505	242207.0312	-1.4687	1.5452	-2.2661	0.4254	9.7203	0.3240	-0.2673	-0.6836	-0.4323	242207.0312	-0.5862	0.1318	-0.1601	-0.6448	4.3333	-8.7044	-0.3541	-0.0688	0.6101	242207.0312	0.5817	6.7566	-4.6827	-0.4265	9.5263	2.9404	0.2255	-0.7160	0.1546	242207.0312	3509012338.8248	3509012096.6177	-0.7575	2.3918	0.4375	1.2628	9.6684	0.6181	0.2551	-0.6000	0.3747	242207.0312	0.4026	-0.2342	-0.3253	0.0031	6.0181	-7.9376	-0.8260	1.7311	0.5704	242207.0312	-0.2041	10.0045	0.8871	-0.1271	9.5571	-1.6424	0.2820	-0.7586	-0.3226	0.0000	0.0000
242216.7969	1.8372	5.5508	-2.5651	-1.7037	8.8795	3.7261	-0.3410	-0.5767	-0.7701	242216.7969	-1.4050	1.0393	-2.6204	0.1070	9.7991	0.4011	-0.2673	-0.6836	-0.4323	242216.7969	-0.5862	0.1318	-0.1601	-0.7226	4.4125	-8.6275	-0.3541	-0.0688	0.6101	242216.7969	0.5817	6.7566	-4.6827	-0.5031	9.3735	3.0199	0.2373	-0.7016	0.1499	242216.7969	3509012338.8345	3509012096.6177	-1.1987	4.3067	0.5026	1.3411	9.6684	0.6181	0.2510	-0.6596	0.3874	242216.7969	0.4026	-0.2342	-0.3253	-0.0764	5.9396	-8.0140	-0.8020	1.7374	0.5376	242216.7969	4.0929	12.0781	1.6244	-0.1271	9.5571	-1.6424	0.2968	-0.7586	-0.3249	0.0000	0.0000
242226.5625	0.7456	6.1908	-2.7843	-1.7015	9.0322	3.9502	-0.3314	-0.5728	-0.7527	242226.5625	-1.4050	1.0393	-2.6204	0.2662	9.7211	0.4026	-0.2769	-0.6836	-0.4366	242226.5625	-0.5862	0.1318	-0.1601	-0.6448	4.2564	-8.5499	-0.3903	-0.0833	0.6256	242226.5625	3.3522	17.7971	-5.7763	-0.3452	9.4499	3.3263	0.2373	-0.6914	0.1499	242226.5625	3509012338.8443	3509012096.6177	-1.1987	4.3067	0.5026	1.4193	9.6716	0.9341	0.2571	-0.6085	0.3684	242226.5625	0.3729	-0.2983	-0.1735	0.0820	5.8641	-7.9361	-0.8480	1.7332	0.5587	242226.5625	4.0929	12.0781	1.6244	-0.0444	9.6366	-1.3321	0.3043	-0.7433	-0.3134	0.0000	0.0000
242236.3281	0.7456	6.1908	-2.7843	-1.7030	9.0322	3.7998	-0.3410	-0.5806	-0.7549	242236.3281	-1.4050	1.0393	-2.6204	0.2662	9.7976	0.2439	-0.2692	-0.6719	-0.4495	242236.3281	-1.2559	-0.1362	-0.2321	-0.8005	4.3341	-8.6260	-0.3763	-0.0792	0.6366	242236.3281	3.3522	17.7971	-5.7763	-0.2663	9.4499	3.4799	0.2333	-0.6914	0.1101	242236.3281	3509012338.8541	3509012096.6177	-1.1987	4.3067	0.5026	1.4976	9.6716	0.9341	0.2571	-0.6085	0.3684	242236.3281	0.3729	-0.2983	-0.1735	0.0023	6.0166	-8.0171	-0.8480	1.7332	0.5587	242236.3281	4.0929	12.0781	1.6244	-0.0468	9.7107	-1.5661	0.2968	-0.7854	-0.3249	0.0000	0.0000
242246.0937	0.7456	6.1908	-2.7843	-1.6233	8.9558	3.7998	-0.3143	-0.5320	-0.7354	242246.0937	-0.9553	0.3908	-3.3954	0.3458	9.6415	0.2470	-0.2654	-0.6660	-0.4301	242246.0937	-1.2559	-0.1362	-0.2321	-0.8005	4.2549	-8.7020	-0.3622	-0.0958	0.6079	242246.0937	3.3522	17.7971	-5.7763	-0.3468	9.4499	3.1719	0.2176	-0.6790	0.1546	242246.0937	3509012338.8638	3509012096.6177	-1.2689	5.6370	1.0979	1.4193	9.6692	0.6971	0.2510	-0.5894	0.3726	242246.0937	0.3729	-0.2983	-0.1735	0.0040	5.8658	-7.8550	-0.8260	1.7122	0.5681	242246.0937	0.9289	12.6078	3.1451	-0.1256	9.6351	-1.4876	0.2783	-0.7682	-0.3272	0.0000	0.0000
242255.8594	2.0419	6.8222	-3.7502	-1.6218	8.9558	3.9502	-0.3124	-0.5398	-0.7636	242255.8594	-0.9553	0.3908	-3.3954	0.2662	9.7991	0.4011	-0.2654	-0.6660	-0.4301	242255.8594	-1.2559	-0.1362	-0.2321	-0.7226	4.3341	-8.6268	-0.3622	-0.0958	0.6079	242255.8594	1.3776	16.3802	-6.8012	-0.3483	9.5263	3.0168	0.2137	-0.7305	0.1616	242255.8594	3509012338.8736	3509012096.6177	-1.2689	5.6370	1.0979	1.4193	9.6700	0.7761	0.2469	-0.6277	0.4000	242255.8594	0.3729	-0.2983	-0.1735	-0.0749	5.9428	-7.8549	-0.8080	1.7311	0.5329	242255.8594	0.9289	12.6078	3.1451	-0.0475	9.7100	-1.6439	0.3043	-0.8065	-0.3272	0.0000	0.0000
242265.6250	2.0419	6.8222	-3.7502	-1.6218	8.8795	3.9509	-0.3067	-0.5340	-0.7505	242265.6250	-0.9553	0.3908	-3.3954	0.3458	9.8772	0.3995	-0.2538	-0.6484	-0.4323	242265.6250	-1.4550	0.4792	-0.2239	-0.8005	4.2557	-8.6252	-0.3783	-0.0937	0.6167	242265.6250	1.3776	16.3802	-6.8012	-0.3498	9.4499	2.8632	0.2137	-0.7305	0.1616	242265.6250	3509012338.8834	3509012096.6177	-1.2689	5.6370	1.0979	1.4193	9.5898	0.5399	0.2469	-0.6277	0.4000	242265.6250	-0.1771	0.3726	-0.5394	0.0032	5.8642	-7.9345	-0.8400	1.7290	0.5751	242265.6250	0.9289	12.6078	3.1451	-0.0467	9.6343	-1.5654	0.2894	-0.7854	-0.3134	0.0000	0.0000
242275.3906	2.0419	6.8222	-3.7502	-1.5428	9.1086	3.8726	-0.3143	-0.5417	-0.7440	242275.3906	-0.9553	0.3908	-3.3954	0.2662	9.8772	0.3995	-0.2712	-0.6914	-0.4495	242275.3906	-1.4550	0.4792	-0.2239	-0.8005	4.2549	-8.7020	-0.3783	-0.1104	0.6256	242275.3906	1.3776	16.3802	-6.8012	-0.1959	9.5263	2.7837	0.2314	-0.6687	0.1311	242275.3906	3509012338.8931	3509012096.6177	-0.3406	5.5208	0.9895	1.4193	9.5891	0.4609	0.2490	-0.6383	0.3832	242275.3906	-0.1771	0.3726	-0.5394	0.0820	5.8641	-7.9361	-0.8400	1.7290	0.5751	242275.3906	0.9289	12.6078	3.1451	-0.0460	9.6351	-1.4876	0.2839	-0.7605	-0.3226	0.0000	0.0000
242285.1562	2.0419	6.8222	-3.7502	-1.5428	8.8031	3.8757	-0.3352	-0.5670	-0.7440	242285.1562	-0.8634	0.7856	-3.1375	0.1866	9.6439	0.4828	-0.2712	-0.6387	-0.4280	242285.1562	-1.4550	0.4792	-0.2239	-0.8783	4.2549	-8.7012	-0.3783	-0.1104	0.6256	242285.1562	-0.8113	17.7986	-7.0677	-0.1974	9.4499	2.6300	0.2176	-0.7407	0.1569	242285.1562	3509012338.9029	3509012096.6177	-0.3406	5.5208	0.9895	1.5758	9.7454	0.5383	0.2469	-0.6170	0.3705	242285.1562	-0.1771	0.3726	-0.5394	0.0796	5.8594	-8.1747	-0.8140	1.7059	0.5704	242285.1562	0.8807	13.3949	2.8895	-0.0475	9.7100	-1.6439	0.3080	-0.7682	-0.3226	0.0000	0.0000
242294.9219	1.6651	0.7965	-2.6317	-1.7037	8.9558	3.7254	-0.3200	-0.5806	-0.7657	242294.9219	-0.8634	0.7856	-3.1375	0.2662	9.7219	0.4812	-0.2615	-0.6387	-0.4280	242294.9219	-1.1232	1.2180	-0.5240	-0.7226	4.1757	-8.7788	-0.3561	-0.0917	0.6101	242294.9219	-0.8113	17.7986	-7.0677	-0.2748	9.4499	2.6308	0.2216	-0.7222	0.1616	242294.9219	3509012338.9127	3509012096.6177	-0.3406	5.5208	0.9895	1.3411	9.8239	0.6166	0.2531	-0.6383	0.4105	242294.9219	-0.2501	-0.0648	-0.0369	0.0827	5.9427	-7.8581	-0.8180	1.7269	0.5329	242294.9219	0.8807	13.3949	2.8895	0.0321	9.6335	-1.6431	0.3173	-0.7548	-0.3180	0.0000	0.0000
242304.6875	1.6651	0.7965	-2.6317	-1.4631	8.8795	3.8741	-0.3314	-0.5689	-0.7614	242304.6875	-0.8634	0.7856	-3.1375	0.4254	9.7211	0.4026	-0.2635	-0.6523	-0.4366	242304.6875	-1.1232	1.2180	-0.5240	-0.8783	4.3326	-8.7788	-0.3561	-0.0979	0.6035	242304.6875	-0.8113	17.7986	-7.0677	-0.1177	9.5263	2.8601	0.2216	-0.7222	0.1616	242304.6875	3509012338.9224	3509012096.6177	-0.3406	5.5208	0.9895	1.1846	9.6700	0.7761	0.2531	-0.6383	0.4105	242304.6875	-0.2501	-0.0648	-0.0369	0.0820	5.9411	-7.9376	-0.8460	1.6933	0.5751	242304.6875	0.8807	13.3949	2.8895	-0.0475	9.7100	-1.6439	0.3117	-0.7395	-0.3134	0.0000	0.0000
242314.4531	1.6651	0.7965	-2.6317	-1.4639	8.9558	3.7982	-0.3410	-0.5786	-0.7505	242314.4531	-1.6265	7.4309	-2.8367	0.5846	9.7219	0.4812	-0.2635	-0.6953	-0.4559	242314.4531	-1.1232	1.2180	-0.5240	-0.7226	4.2549	-8.7028	-0.3722	-0.0958	0.6278	242314.4531	-0.8113	17.7986	-7.0677	-0.1935	9.3735	3.0168	0.2235	-0.6955	0.1288	242314.4531	3509012338.9322	3509012096.6177	-0.1593	2.2636	0.8344	0.8716	9.6676	0.5391	0.2592	-0.6511	0.3916	242314.4531	-0.2501	-0.0648	-0.0369	0.0820	5.9411	-7.9376	-0.8460	1.6933	0.5751	242314.4531	-0.5396	13.7733	2.3250	-0.0468	9.7107	-1.5661	0.3061	-0.7663	-0.3226	0.0000	0.0000
242324.2187	2.0994	3.9833	-1.7675	-1.4639	8.9558	3.7982	-0.3105	-0.5262	-0.7354	242324.2187	-1.6265	7.4309	-2.8367	0.7438	9.7211	0.4026	-0.2635	-0.6953	-0.4559	242324.2187	-1.2197	0.9221	-0.2523	-0.6448	4.2549	-8.7036	-0.3722	-0.0958	0.6278	242324.2187	0.7807	7.3507	-4.8719	-0.3483	9.3735	3.0183	0.2157	-0.6811	0.1522	242324.2187	3509012338.9420	3509012096.6177	-0.1593	2.2636	0.8344	1.1064	9.6692	0.6971	0.2633	-0.6298	0.3684	242324.2187	-0.2497	0.0250	0.0072	-0.0749	6.0198	-7.8565	-0.8300	1.7479	0.5728	242324.2187	-0.5396	13.7733	2.3250	0.1125	9.6343	-1.5654	0.3247	-0.7701	-0.3157	0.0000	0.0000
242333.9844	2.0994	3.9833	-1.7675	-1.5436	9.1086	3.7974	-0.3257	-0.5320	-0.7505	242333.9844	-1.6265	7.4309	-2.8367	0.7438	9.7991	0.4011	-0.2596	-0.6445	-0.4237	242333.9844	-1.2197	0.9221	-0.2523	-0.7226	4.3325	-8.7804	-0.3561	-0.0563	0.6123	242333.9844	0.7807	7.3507	-4.8719	-0.3460	9.2971	3.2507	0.2157	-0.6975	0.1710	242333.9844	3509012338.9517	3509012096.6177	-0.1593	2.2636	0.8344	1.1064	9.6700	0.7761	0.2633	-0.6298	0.3684	242333.9844	-0.2497	0.0250	0.0072	0.0024	5.8626	-8.0141	-0.8260	1.7269	0.5376	242333.9844	-0.5396	13.7733	2.3250	0.0329	9.6343	-1.5654	0.2950	-0.7720	-0.3111	0.0000	0.0000
242343.7500	2.0994	3.9833	-1.7675	-1.6225	9.1086	3.8734	-0.3181	-0.5204	-0.7570	242343.7500	-1.0335	6.4527	-2.0488	0.6642	9.7976	0.2439	-0.2635	-0.6426	-0.4409	242343.7500	-1.2197	0.9221	-0.2523	-0.8005	4.2549	-8.7020	-0.3602	-0.0625	0.6079	242343.7500	0.7807	7.3507	-4.8719	-0.2678	9.3735	3.3263	0.2157	-0.6975	0.1710	242343.7500	3509012338.9615	3509012096.6177	-0.6227	2.9101	0.1976	1.3411	9.6708	0.8551	0.2551	-0.6298	0.3979	242343.7500	-0.2497	0.0250	0.0072	0.0032	5.7102	-7.9314	-0.8400	1.7269	0.5822	242343.7500	-0.6049	12.6381	1.8730	0.1117	9.6335	-1.6431	0.3135	-0.7414	-0.3111	0.0000	0.0000
242353.5156	2.5226	12.2178	-3.2089	-1.5436	9.1086	3.7974	-0.3257	-0.5301	-0.7419	242353.5156	-1.0335	6.4527	-2.0488	0.5050	9.7180	0.0882	-0.2577	-0.6875	-0.4602	242353.5156	-1.2197	0.9221	-0.2523	-0.8005	4.1780	-8.5476	-0.3602	-0.0625	0.6079	242353.5156	-0.5970	6.0313	-2.9406	-0.1920	9.3735	3.1712	0.2118	-0.6955	0.1382	242353.5156	3509012338.9713	3509012096.6177	-0.6227	2.9101	0.1976	1.3411	9.7461	0.6174	0.2633	-0.6468	0.4021	242353.5156	-0.2497	0.0250	0.0072	0.0016	5.8610	-8.0936	-0.8400	1.7269	0.5822	242353.5156	-0.6049	12.6381	1.8730	0.1928	9.6351	-1.4876	0.3135	-0.7759	-0.3180	0.0000	0.0000
242363.2812	2.5226	12.2178	-3.2089	-1.3842	9.1086	3.7958	-0.3029	-0.5223	-0.7701	242363.2812	-1.0335	6.4527	-2.0488	0.5050	9.7203	0.3240	-0.2577	-0.6875	-0.4602	242363.2812	-1.0292	0.6295	-0.2875	-0.6448	4.3333	-8.7044	-0.3742	-0.0813	0.6300	242363.2812	-0.5970	6.0313	-2.9406	-0.2717	9.4499	2.9396	0.2216	-0.7037	0.1522	242363.2812	3509012338.9810	3509012096.6177	-0.6227	2.9101	0.1976	1.4193	9.7469	0.6964	0.2633	-0.6085	0.3663	242363.2812	0.1368	0.1878	-0.3666	0.0812	5.9395	-8.0172	-0.8180	1.7080	0.5634	242363.2812	-0.6049	12.6381	1.8730	0.0329	9.6343	-1.5654	0.3173	-0.7874	-0.3157	0.0000	0.0000
242373.0469	2.5226	12.2178	-3.2089	-1.6240	9.0322	3.7238	-0.3257	-0.5592	-0.7614	242373.0469	-0.8250	4.2323	-2.0773	0.5050	9.7203	0.3240	-0.2654	-0.6387	-0.4280	242373.0469	-1.0292	0.6295	-0.2875	-0.8005	4.3333	-8.7028	-0.3662	-0.0813	0.6101	242373.0469	-0.5970	6.0313	-2.9406	-0.2709	9.4499	3.0168	0.2216	-0.7037	0.1522	242373.0469	3509012338.9908	3509012096.6177	-0.0868	1.8807	0.4630	1.6540	9.7477	0.7754	0.2633	-0.6085	0.3663	242373.0469	0.1368	0.1878	-0.3666	0.0820	5.8641	-7.9361	-0.8060	1.7584	0.5329	242373.0469	-1.3264	9.7775	1.2199	0.0352	9.7131	-1.3329	0.2968	-0.7739	-0.3111	0.0000	0.0000
242382.8125	1.4464	8.5771	-5.1377	-1.4624	8.9558	3.9486	-0.3105	-0.5456	-0.7614	242382.8125	-0.8250	4.2323	-2.0773	0.5050	9.6415	0.2470	-0.2769	-0.6699	-0.4430	242382.8125	-1.0292	0.6295	-0.2875	-0.6448	4.2541	-8.7804	-0.3581	-0.0750	0.6145	242382.8125	0.9796	7.5272	-4.1648	-0.1935	9.4499	3.0160	0.2137	-0.6893	0.1686	242382.8125	3509012339.0006	3509012096.6177	-0.0868	1.8807	0.4630	1.5758	9.7485	0.8544	0.2551	-0.6213	0.3832	242382.8125	0.1368	0.1878	-0.3666	0.0015	6.0150	-8.0967	-0.8060	1.7584	0.5329	242382.8125	-1.3264	9.7775	1.2199	-0.1248	9.6358	-1.4098	0.3154	-0.7644	-0.3134	0.0000	0.0000
242392.5781	1.4464	8.5771	-5.1377	-1.5413	8.8031	4.0261	-0.3200	-0.5553	-0.7440	242392.5781	-0.8250	4.2323	-2.0773	0.5846	9.7195	0.2454	-0.2538	-0.6699	-0.4581	242392.5781	-1.0859	0.8144	-0.3003	-0.6448	4.0988	-8.6252	-0.3581	-0.0750	0.6145	242392.5781	0.9796	7.5272	-4.1648	-0.3483	9.5263	3.0168	0.2098	-0.6728	0.1452	242392.5781	3509012339.0103	3509012096.6177	-0.0868	1.8807	0.4630	1.4193	9.6700	0.7761	0.2612	-0.6277	0.4042	242392.5781	-0.0479	0.0506	-0.1043	0.0015	6.0150	-8.0967	-0.8480	1.7122	0.5798	242392.5781	-1.3264	9.7775	1.2199	-0.0467	9.6343	-1.5654	0.3098	-0.7759	-0.3157	0.0000	0.0000
242402.3437	1.4464	8.5771	-5.1377	-1.5428	9.1086	3.8726	-0.3181	-0.5825	-0.7722	242402.3437	-0.8250	4.2323	-2.0773	0.8234	9.7195	0.2454	-0.2538	-0.6699	-0.4581	242402.3437	-1.0859	0.8144	-0.3003	-0.5669	4.0196	-8.7020	-0.3903	-0.0958	0.6233	242402.3437	0.9796	7.5272	-4.1648	-0.3475	9.4499	3.0947	0.2039	-0.7037	0.1593	242402.3437	3509012339.0201	3509012096.6177	0.2971	1.2197	0.7627	1.2628	9.6684	0.6181	0.2612	-0.6277	0.4042	242402.3437	-0.0479	0.0506	-0.1043	0.1616	5.8657	-7.8581	-0.8080	1.7500	0.5563	242402.3437	-1.3264	9.7775	1.2199	0.1117	9.7864	-1.6446	0.3210	-0.7701	-0.3134	0.0000	0.0000
242412.1094	1.4464	8.5771	-5.1377	-1.5406	8.8795	4.1005	-0.3029	-0.5282	-0.7505	242412.1094	-2.3812	2.0179	-2.8531	0.9030	9.7203	0.3240	-0.2654	-0.6504	-0.4280	242412.1094	-1.0859	0.8144	-0.3003	-0.5669	4.2549	-8.7043	-0.3722	-0.0708	0.6278	242412.1094	0.6735	7.9539	-4.7678	-0.2725	9.4499	2.8624	0.2039	-0.7037	0.1593	242412.1094	3509012339.0298	3509012096.6177	0.2971	1.2197	0.7627	1.4193	9.6684	0.6181	0.2469	-0.6362	0.3495	242412.1094	-0.0479	0.0506	-0.1043	0.0820	5.9411	-7.9376	-0.8180	1.7416	0.5329	242412.1094	-0.9591	9.0359	1.4477	0.0336	9.6351	-1.4876	0.2894	-0.7720	-0.3088	0.0000	0.0000
242421.8750	1.0599	12.8614	-5.0364	-1.5436	9.0322	3.7982	-0.3010	-0.5165	-0.7657	242421.8750	-2.3812	2.0179	-2.8531	0.6642	9.7203	0.3240	-0.2635	-0.6719	-0.4430	242421.8750	0.1861	0.2438	-0.0146	-0.7226	4.1765	-8.7020	-0.3722	-0.0708	0.6278	242421.8750	0.6735	7.9539	-4.7678	-0.2717	9.4499	2.9396	0.2196	-0.7119	0.1639	242421.8750	3509012339.0396	3509012096.6177	0.2971	1.2197	0.7627	1.2628	9.6692	0.6971	0.2408	-0.6170	0.3768	242421.8750	-0.3607	-0.0413	-0.1691	0.1600	5.9395	-8.0188	-0.8180	1.7416	0.5329	242421.8750	-0.9591	9.0359	1.4477	-0.0467	9.6343	-1.5654	0.3228	-0.7778	-0.3065	0.0000	0.0000
242431.6406	1.0599	12.8614	-5.0364	-1.4631	9.1086	3.8718	-0.3105	-0.5262	-0.7440	242431.6406	-2.3812	2.0179	-2.8531	0.6642	9.7991	0.4011	-0.2615	-0.6602	-0.4516	242431.6406	0.1861	0.2438	-0.0146	-0.7226	4.3333	-8.7036	-0.3742	-0.0792	0.6057	242431.6406	0.6735	7.9539	-4.7678	-0.4288	9.5263	2.7088	0.2157	-0.7037	0.1452	242431.6406	3509012339.0494	3509012096.6177	0.7895	1.3829	-0.2772	1.1064	9.9025	0.6948	0.2306	-0.6617	0.4042	242431.6406	-0.3607	-0.0413	-0.1691	0.0828	5.7887	-7.8550	-0.8300	1.7269	0.5704	242431.6406	-0.9591	9.0359	1.4477	0.0336	9.5586	-1.4868	0.3024	-0.7414	-0.3134	0.0000	0.0000
242441.4062	1.0599	12.8614	-5.0364	-1.2241	8.9558	3.8710	-0.2990	-0.5282	-0.7744	242441.4062	0.3470	0.4359	-2.1806	0.5050	9.7211	0.4026	-0.2615	-0.6602	-0.4516	242441.4062	0.1861	0.2438	-0.0146	-0.7226	4.2549	-8.7028	-0.3863	-0.1000	0.6344	242441.4062	0.6735	7.9539	-4.7678	-0.2717	9.3735	2.9403	0.1980	-0.6811	0.1522	242441.4062	3509012339.0591	3509012096.6177	0.7895	1.3829	-0.2772	0.9499	9.9032	0.7738	0.2306	-0.6617	0.4042	242441.4062	-0.3607	-0.0413	-0.1691	0.0032	5.8642	-7.9345	-0.8240	1.7290	0.5516	242441.4062	-0.3708	8.5061	2.4697	0.1125	9.6343	-1.5654	0.3228	-0.7682	-0.3065	0.0000	0.0000
242451.1719	1.3906	13.9935	-3.7028	-1.2248	8.9558	3.7958	-0.3048	-0.5612	-0.7549	242451.1719	0.3470	0.4359	-2.1806	0.5050	9.8748	0.1637	-0.2865	-0.6602	-0.4258	242451.1719	0.1861	0.2438	-0.0146	-0.7226	4.4117	-8.7044	-0.3702	-0.0958	0.6211	242451.1719	0.9337	5.0536	-3.5153	-0.3475	9.4499	3.0947	0.1980	-0.6811	0.1522	242451.1719	3509012339.0689	3509012096.6177	0.7895	1.3829	-0.2772	1.1064	9.8255	0.7746	0.2531	-0.6043	0.3747	242451.1719	0.2305	-0.2413	-0.3651	-0.0756	5.7872	-7.9314	-0.8080	1.7332	0.5376	242451.1719	-0.3708	8.5061	2.4697	0.1140	9.7123	-1.4106	0.3043	-0.7625	-0.3065	0.0000	0.0000
242460.9375	1.3906	13.9935	-3.7028	-1.0662	9.1850	3.7167	-0.3124	-0.5495	-0.7766	242460.9375	0.3470	0.4359	-2.1806	0.5050	9.7203	0.3240	-0.2577	-0.6699	-0.4452	242460.9375	0.2453	0.1846	-0.1527	-0.8005	4.3333	-8.7028	-0.3702	-0.0958	0.6211	242460.9375	0.9337	5.0536	-3.5153	-0.2701	9.3735	3.0947	0.1863	-0.7263	0.1710	242460.9375	3509012339.0787	3509012096.6177	0.7895	1.3829	-0.2772	1.3411	9.6692	0.6971	0.2531	-0.5957	0.3768	242460.9375	0.2305	-0.2413	-0.3651	-0.0749	5.9428	-7.8549	-0.8080	1.7332	0.5376	242460.9375	-0.3708	8.5061	2.4697	0.0336	9.5586	-1.4868	0.3191	-0.7548	-0.2995	0.0000	0.0000
242470.7031	1.3906	13.9935	-3.7028	-1.0654	9.0322	3.7934	-0.3143	-0.5748	-0.7419	242470.7031	-0.4517	1.0626	-2.1202	0.4254	9.7211	0.4026	-0.2577	-0.6699	-0.4452	242470.7031	0.2453	0.1846	-0.1527	-0.7226	4.2557	-8.6260	-0.3521	-0.0729	0.5969	242470.7031	0.9337	5.0536	-3.5153	-0.5023	9.3735	3.0971	0.2118	-0.6790	0.1405	242470.7031	3509012339.0884	3509012096.6177	0.3647	2.0443	-0.1021	1.4976	9.5922	0.7769	0.2531	-0.5957	0.3768	242470.7031	0.2305	-0.2413	-0.3651	0.0047	5.9443	-7.7769	-0.8400	1.6891	0.5845	242470.7031	0.4162	6.7504	2.0746	0.1928	9.6351	-1.4876	0.3061	-0.7471	-0.3018	0.0000	0.0000
