Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
2352421.8750	-57.2358	71.3609	-168.7273	4.2451	12.7745	0.8451	-0.5943	-0.6214	-0.5206	2354013.6719	57.7001	11.7206	-7.4126	-5.9428	10.4551	-4.2509	-0.3500	-0.8125	0.1828	2354013.6719	20.2143	2.8653	2.3048	6.0511	11.4454	-11.2242	-0.0825	0.1313	0.7313	2353496.0937	-60.6613	-25.6367	-39.3605	-0.6369	9.0680	5.1087	0.4216	-0.5761	-0.2061	2354013.6719	3509014450.5535	3509012096.5399	-20.3553	-47.6644	-1.3956	5.2531	11.0053	2.1060	0.0449	-0.7617	0.2505	2354013.6719	173.6398	-46.5808	-70.0777	-1.6384	6.9697	-6.5706	-0.6520	1.5882	0.5399	2351337.8906	-14.5623	48.8875	-24.8305	1.0649	6.0377	-1.8405	0.3191	-0.8161	0.0046	0.0000	0.0000
2352431.6406	-57.2358	71.3609	-168.7273	2.0776	12.4690	-0.7095	-0.6133	-0.6078	-0.5249	2354023.4375	28.0549	-37.9892	10.5423	-2.9975	9.4697	-1.3221	-0.3269	-0.7617	0.1742	2354023.4375	20.2143	2.8653	2.3048	4.6496	9.2404	-12.1101	-0.0825	0.1313	0.7313	2353505.8594	-60.6613	-25.6367	-39.3605	-0.9449	8.9153	5.2677	0.3902	-0.5885	-0.2061	2354023.4375	3509014450.5633	3509012096.5399	-16.1750	-98.1112	21.9933	4.8619	10.1492	2.0355	0.0449	-0.7617	0.2505	2354023.4375	173.6398	-46.5808	-70.0777	-1.6384	6.9697	-6.5706	-0.6620	1.5294	0.5329	2351347.6562	-21.3546	45.1794	-18.0275	1.5441	5.8099	-1.6826	0.2968	-0.8218	-0.0046	0.0000	0.0000
2352441.4062	-68.8737	-127.0038	-173.1601	0.0749	11.2470	-1.7301	-0.6343	-0.5961	-0.4902	2354033.2031	28.0549	-37.9892	10.5423	0.8234	9.9340	-1.7245	-0.3481	-0.7695	0.1699	2354033.2031	20.2143	2.8653	2.3048	1.9246	-0.8798	-4.5291	-0.0885	0.1437	0.7335	2353515.6250	-60.6613	-25.6367	-39.3605	-1.3326	8.9153	5.1944	0.3902	-0.5885	-0.2061	2354033.2031	3509014450.5731	3509012096.5399	-16.1750	-98.1112	21.9933	3.8447	9.7738	3.3825	0.0531	-0.7766	0.2463	2354033.2031	239.5381	94.3498	-65.2296	-1.0033	7.5179	-6.1166	-0.6760	1.5021	0.5164	2351357.4219	-21.3546	45.1794	-18.0275	1.7806	5.9605	-1.9174	0.3135	-0.8410	0.0046	0.0000	0.0000
2352451.1719	-68.8737	-127.0038	-173.1601	0.5757	10.2542	0.5309	-0.6533	-0.5961	-0.4902	2354042.9687	28.0549	-37.9892	10.5423	1.7786	9.3066	-2.0264	-0.3481	-0.7695	0.1699	2354042.9687	22.3122	-18.3193	6.8006	1.7689	4.6306	-10.3449	-0.0724	0.1333	0.7070	2353525.3906	-60.6613	-25.6367	-39.3605	-1.3341	8.7625	5.0415	0.4118	-0.5967	-0.2014	2354042.9687	3509014450.5828	3509012096.5399	-16.1750	-98.1112	21.9933	3.4535	9.7659	2.5925	0.0694	-0.7702	0.2695	2354042.9687	239.5381	94.3498	-65.2296	-1.2527	8.7243	-7.4094	-0.6840	1.4349	0.4953	2351367.1875	-21.3546	45.1794	-18.0275	2.0982	5.9597	-1.9952	0.2857	-0.8333	0.0138	0.0000	0.0000
2352460.9375	-68.8737	-127.0038	-173.1601	1.9523	10.3305	2.6974	-0.6705	-0.5301	-0.4534	2354052.7344	46.6465	-31.0218	-11.0572	-0.2910	9.3042	-2.2623	-0.3385	-0.8027	0.1634	2354052.7344	22.3122	-18.3193	6.8006	2.1582	6.3782	-8.1382	-0.0684	0.1271	0.7203	2353535.1562	-63.6308	-24.1368	-47.0416	-1.8037	8.0752	4.5127	0.4059	-0.5782	-0.1897	2354052.7344	3509014450.5926	3509012096.5399	-16.1750	-98.1112	21.9933	3.4535	9.4644	3.5436	0.0694	-0.7702	0.2695	2354052.7344	239.5381	94.3498	-65.2296	0.3985	11.2577	-7.8115	-0.6840	1.4349	0.4953	2351376.9531	-16.0296	30.2104	-16.4069	2.0186	6.0362	-1.9960	0.2968	-0.8640	0.0253	0.0000	0.0000
2352470.7031	-38.0388	-108.1038	-168.1300	3.7311	10.4069	5.2358	-0.6857	-0.5165	-0.4620	2354062.5000	46.6465	-31.0218	-11.0572	-1.0075	9.9159	-3.5325	-0.3250	-0.7637	0.1591	2354062.5000	22.3122	-18.3193	6.8006	4.5718	4.4996	-7.7594	-0.0684	0.1271	0.7203	2353544.9219	-63.6308	-24.1368	-47.0416	-1.7318	8.3807	3.9685	0.3745	-0.5926	-0.1850	2354062.5000	3509014450.6024	3509012096.5399	-3.7098	-172.4832	35.8460	2.5929	9.3096	3.6242	0.0714	-0.7851	0.2505	2354062.5000	239.5381	94.3498	-65.2296	2.4463	16.4919	-7.9571	-0.7000	1.4370	0.4906	2351386.7187	-16.0296	30.2104	-16.4069	1.9390	6.1126	-1.9967	0.2672	-0.8448	0.0161	0.0000	0.0000
2352480.4687	-38.0388	-108.1038	-168.1300	4.0378	10.7124	4.0264	-0.6990	-0.4932	-0.4295	2354072.2656	46.6465	-31.0218	-11.0572	-1.3259	9.7708	-2.4288	-0.3558	-0.8066	0.1570	2354072.2656	16.4597	-33.1222	4.4761	3.3260	4.8157	-7.5196	-0.0744	0.1292	0.7269	2353554.6875	-63.6308	-24.1368	-47.0416	-1.4252	7.3878	3.6666	0.3745	-0.5926	-0.1850	2354072.2656	3509014450.6121	3509012096.5399	-3.7098	-172.4832	35.8460	3.6100	9.0073	4.4963	0.0898	-0.7723	0.2421	2354072.2656	143.5450	-61.9912	-62.5444	0.9029	20.4050	-12.5418	-0.6920	1.3845	0.4789	2351396.4844	-16.0296	30.2104	-16.4069	1.8586	6.1883	-2.0752	0.2746	-0.8487	0.0253	0.0000	0.0000
2352490.2344	-38.0388	-108.1038	-168.1300	3.7018	10.0251	2.3069	-0.7257	-0.4971	-0.4230	2354082.0312	58.3091	-104.2061	-9.5718	-1.9627	9.6376	-0.1461	-0.3558	-0.8066	0.1570	2354082.0312	16.4597	-33.1222	4.4761	1.7689	4.7198	-9.2702	-0.0483	0.1292	0.7115	2353564.4531	-64.8247	-15.6424	-53.2485	-1.1923	7.2351	3.7429	0.3804	-0.6152	-0.1756	2354082.0312	3509014450.6219	3509012096.5399	-3.7098	-172.4832	35.8460	4.3142	8.8526	4.5769	0.1143	-0.7830	0.2484	2354082.0312	143.5450	-61.9912	-62.5444	-0.3778	12.0518	-6.6178	-0.6860	1.3908	0.4624	2351406.2500	-16.0296	30.2104	-16.4069	1.9397	6.5722	-1.9236	0.2653	-0.8467	0.0346	0.0000	0.0000
2352500.0000	-38.0388	-108.1038	-168.1300	1.7705	8.6504	0.4598	-0.7543	-0.4932	-0.3796	2354091.7969	58.3091	-104.2061	-9.5718	-3.3159	9.3349	0.8035	-0.3385	-0.7949	0.1527	2354091.7969	16.4597	-33.1222	4.4761	2.7032	4.8081	-8.2816	-0.0483	0.1292	0.7115	2353574.2187	-64.8247	-15.6424	-53.2485	-2.1302	7.7697	2.8206	0.3824	-0.6337	-0.1616	2354091.7969	3509014450.6317	3509012096.5399	29.4412	-245.1057	17.1078	2.6711	7.9917	4.0324	0.1143	-0.7830	0.2484	2354091.7969	143.5450	-61.9912	-62.5444	-3.8255	9.8588	-4.5945	-0.6860	1.3908	0.4624	2351416.0156	-11.2089	23.9292	-19.5850	2.0974	6.6471	-2.0798	0.2672	-0.8391	0.0207	0.0000	0.0000
2352509.7656	-45.1904	-121.0117	-154.1883	-1.2743	7.4284	-1.1520	-0.7695	-0.4738	-0.3839	2354101.5625	58.3091	-104.2061	-9.5718	-4.5100	9.0968	0.4151	-0.3423	-0.7852	0.1484	2354101.5625	16.4597	-33.1222	4.4761	2.6253	5.6731	-8.0590	-0.0624	0.1208	0.7159	2353583.9844	-64.8247	-15.6424	-53.2485	-2.0574	7.5406	2.3589	0.3608	-0.6502	-0.1710	2354101.5625	3509014450.6414	3509012096.5399	29.4412	-245.1057	17.1078	1.9670	7.6807	4.0355	0.1327	-0.7830	0.2295	2354101.5625	104.6562	-152.0463	-91.5817	-4.7470	12.6029	-2.1633	-0.6960	1.3424	0.4812	2351425.7812	-11.2089	23.9292	-19.5850	2.0193	6.5722	-1.9236	0.2690	-0.8467	0.0300	0.0000	0.0000
2352519.5312	-45.1904	-121.0117	-154.1883	-0.3856	7.1993	0.0447	-0.7790	-0.4544	-0.3644	2354111.3281	58.3091	-104.2061	-9.5718	-4.6692	9.2466	-0.2169	-0.3442	-0.8047	0.1462	2354111.3281	8.0309	-13.6757	-0.4451	2.0803	6.1345	-8.9801	-0.0644	0.1396	0.7225	2353593.7500	-56.6968	-12.3957	-45.9363	-1.9058	7.6933	2.0471	0.3608	-0.6502	-0.1710	2354111.3281	3509014450.6512	3509012096.5399	29.4412	-245.1057	17.1078	2.3582	8.2988	3.6343	0.1551	-0.7915	0.1958	2354111.3281	104.6562	-152.0463	-91.5817	-3.6781	17.2318	-5.6206	-0.6420	1.3634	0.4671	2351435.5469	-11.2089	23.9292	-19.5850	2.0185	6.7243	-2.0028	0.2764	-0.8448	0.0415	0.0000	0.0000
2352529.2969	-45.1904	-121.0117	-154.1883	2.0932	6.9702	0.8494	-0.7886	-0.4485	-0.3818	2354121.0937	46.9045	-15.2402	-9.9105	-2.9975	9.5548	-0.6162	-0.3442	-0.8047	0.1462	2354121.0937	8.0309	-13.6757	-0.4451	2.3917	5.1257	-7.8975	-0.0382	0.1437	0.7203	2353603.5156	-56.6968	-12.3957	-45.9363	-2.2896	8.3043	2.3536	0.3490	-0.6214	-0.1475	2354121.0937	3509014450.6610	3509012096.5399	40.5684	-239.0730	-3.7998	3.8447	9.0811	4.1005	0.1551	-0.7915	0.1958	2354121.0937	104.6562	-152.0463	-91.5817	2.6926	14.9712	-6.9764	-0.6400	1.3529	0.4836	2351445.3125	2.5184	8.4153	-14.3605	1.7805	6.7251	-1.9251	0.2616	-0.8180	0.0415	0.0000	0.0000
2352539.0625	-3.9401	-27.8679	-138.3984	2.0924	6.8174	0.7758	-0.7962	-0.3942	-0.3601	2354130.8594	46.9045	-15.2402	-9.9105	-1.2463	9.8622	-1.0941	-0.3481	-0.8242	0.1355	2354130.8594	8.0309	-13.6757	-0.4451	2.5474	5.1226	-8.2064	-0.0382	0.1437	0.7203	2353613.2812	-56.6968	-12.3957	-45.9363	-1.5128	8.5334	2.6524	0.3412	-0.6790	-0.1475	2354130.8594	3509014450.6707	3509012096.5399	40.5684	-239.0730	-3.7998	5.0966	8.7803	5.1307	0.1755	-0.7915	0.1895	2354130.8594	-13.5154	-113.0092	-227.7657	8.0028	5.4802	-4.0271	-0.6400	1.3529	0.4836	2351455.0781	2.5184	8.4153	-14.3605	1.6993	7.1058	-2.0844	0.2709	-0.8333	0.0415	0.0000	0.0000
2352548.8281	-3.9401	-27.8679	-138.3984	1.3753	6.2064	0.7890	-0.8057	-0.3883	-0.3731	2354140.6250	46.9045	-15.2402	-9.9105	-0.5299	9.8638	-0.9368	-0.3558	-0.7988	0.1398	2354140.6250	2.2689	-8.0987	-1.1072	2.2360	5.1242	-8.0496	-0.0362	0.1417	0.7247	2353623.0469	-2.8471	-85.5107	-68.6074	-0.4976	8.4570	3.5694	0.3412	-0.6440	-0.1710	2354140.6250	3509014450.6805	3509012096.5399	40.5684	-239.0730	-3.7998	8.3044	7.9353	6.1663	0.1755	-0.7851	0.1705	2354140.6250	-13.5154	-113.0092	-227.7657	1.1170	28.4505	-6.8961	-0.6080	1.3487	0.4977	2351464.8437	2.5184	8.4153	-14.3605	1.2232	7.4132	-1.9320	0.2839	-0.8065	0.0392	0.0000	0.0000
2352558.5937	-3.9401	-27.8679	-138.3984	0.7385	6.0537	0.8721	-0.8171	-0.3748	-0.3536	2354150.3906	42.2145	-32.6220	-9.5812	-1.1667	9.6344	-0.4605	-0.3423	-0.8105	0.1204	2354150.3906	2.2689	-8.0987	-1.1072	2.1582	4.7328	-7.9681	-0.0644	0.1062	0.7269	2353632.8125	-2.8471	-85.5107	-68.6074	-0.0302	8.3043	3.8750	0.3314	-0.6440	-0.1710	2354150.3906	3509014450.6903	3509012096.5399	83.0293	-332.0698	-22.5273	12.8423	8.1504	4.3469	0.1735	-0.7787	0.1305	2354150.3906	-13.5154	-113.0092	-227.7657	2.8967	17.2170	-10.2095	-0.5700	1.3845	0.5141	2351474.6094	6.6078	12.5170	-5.4772	0.8260	7.4904	-1.8550	0.2727	-0.8295	0.0438	0.0000	0.0000
2352568.3594	-9.2476	-39.2294	-114.6692	0.6573	5.5191	0.7279	-0.8419	-0.3748	-0.3579	2354160.1562	42.2145	-32.6220	-9.5812	-2.0423	9.4058	0.0944	-0.3423	-0.8105	0.1204	2354160.1562	2.2689	-8.0987	-1.1072	2.1582	4.8897	-7.9696	-0.0644	0.1437	0.7269	2353642.5781	-2.8471	-85.5107	-68.6074	0.5162	7.5406	4.3404	0.3078	-0.6358	-0.1639	2354160.1562	3509014450.7000	3509012096.5399	83.0293	-332.0698	-22.5273	12.2946	9.7016	3.9363	0.1735	-0.7787	0.1305	2354160.1562	-109.1607	-269.2599	-257.4135	0.5392	16.1565	-1.6237	-0.5660	1.3592	0.5258	2351484.3750	6.6078	12.5170	-5.4772	0.7463	7.7962	-1.8580	0.2542	-0.8103	0.0392	0.0000	0.0000
2352578.1250	-9.2476	-39.2294	-114.6692	0.1867	5.2900	1.4869	-0.8324	-0.3553	-0.3384	2354169.9219	42.2145	-32.6220	-9.5812	-2.5199	9.6399	0.0898	-0.3538	-0.7871	0.1247	2354169.9219	1.2880	-12.6054	2.3242	2.1582	5.0473	-7.8944	-0.0483	0.1437	0.7247	2353652.3437	-2.8471	-85.5107	-68.6074	-0.8551	8.0752	6.5104	0.3020	-0.6770	-0.1827	2354169.9219	3509014450.7098	3509012096.5399	83.0293	-332.0698	-22.5273	5.8007	9.9585	6.3041	0.1796	-0.7787	0.1095	2354169.9219	-109.1607	-269.2599	-257.4135	4.0769	18.2177	-2.5317	-0.5660	1.3592	0.5258	2351494.1406	6.6078	12.5170	-5.4772	1.1459	8.0272	-1.7048	0.2727	-0.8276	0.0369	0.0000	0.0000
2352587.8906	-9.2476	-39.2294	-114.6692	0.0311	5.0609	1.8668	-0.8476	-0.3689	-0.3449	2354179.6875	45.8822	-37.9944	-13.6108	-2.6791	9.5595	-0.1445	-0.3462	-0.8047	0.1226	2354179.6875	1.2880	-12.6054	2.3242	2.1582	4.8112	-7.9689	-0.0402	0.1271	0.7159	2353662.1094	-20.9705	-72.1052	-31.9975	-1.7806	8.3807	6.8254	0.3020	-0.6770	-0.1827	2354179.6875	3509014450.7196	3509012096.5399	64.0164	-366.7872	-71.0136	-3.1186	9.0294	6.7085	0.1816	-0.7809	0.0821	2354179.6875	-109.1607	-269.2599	-257.4135	3.6330	17.0434	0.3663	-0.5140	1.4223	0.5610	2351503.9062	14.6536	16.8155	6.5816	1.3097	8.6435	-1.2444	0.2783	-0.8142	0.0369	0.0000	0.0000
2352597.6562	-21.1769	-69.2881	-81.4999	-0.2906	4.6026	1.5738	-0.8495	-0.3495	-0.3254	2354189.4531	45.8822	-37.9944	-13.6108	-2.2015	9.8685	-0.4652	-0.3462	-0.8047	0.1226	2354189.4531	1.2880	-12.6054	2.3242	1.8467	4.8113	-7.9657	-0.0523	0.1167	0.7269	2353671.8750	-20.9705	-72.1052	-31.9975	-3.8791	8.5334	5.9185	0.3020	-0.6770	-0.1897	2354189.4531	3509014450.7293	3509012096.5399	64.0164	-366.7872	-71.0136	-8.2042	8.9216	3.7071	0.1816	-0.7809	0.0821	2354189.4531	-109.1607	-269.2599	-257.4135	0.2440	15.4265	0.3868	-0.4920	1.4055	0.5634	2351513.6719	14.6536	16.8155	6.5816	1.7045	9.4049	-1.5631	0.2727	-0.8295	0.0323	0.0000	0.0000
2352607.4219	-21.1769	-69.2881	-81.4999	-0.3688	4.6026	1.7250	-0.8629	-0.3495	-0.3275	2354199.2187	45.8822	-37.9944	-13.6108	-1.9627	9.8685	-0.4652	-0.3500	-0.8027	0.1118	2354199.2187	1.2880	-12.6054	2.3242	2.0024	4.8090	-8.1978	-0.0523	0.1167	0.7269	2353681.6406	-20.9705	-72.1052	-31.9975	-4.0493	7.6169	4.3853	0.3059	-0.6543	-0.1803	2354199.2187	3509014450.7391	3509012096.5399	64.0164	-366.7872	-71.0136	-4.9181	11.2156	-0.1875	0.1551	-0.7745	0.0505	2354199.2187	-146.0417	-280.9966	-355.6938	-3.2343	14.6358	-0.6422	-0.4920	1.4055	0.5634	2351523.4375	14.6536	16.8155	6.5816	1.9456	10.0189	-1.3359	0.2709	-0.8180	0.0369	0.0000	0.0000
2352617.1875	-21.1769	-69.2881	-81.4999	0.4281	4.4499	1.7186	-0.8648	-0.3340	-0.3037	2354208.9844	34.2506	-9.2865	-16.0403	-1.8831	9.7132	-0.3835	-0.3462	-0.7871	0.1075	2354208.9844	1.8013	-9.5886	0.7680	1.9246	4.8090	-8.1970	-0.0443	0.1104	0.7269	2353691.4062	-67.1208	-100.9828	-17.2634	-4.0616	7.4642	3.1517	0.2980	-0.6564	-0.1756	2354208.9844	3509014450.7489	3509012096.5399	64.0164	-366.7872	-71.0136	0.7934	11.3719	-0.1100	0.1449	-0.8170	0.0232	2354208.9844	-146.0417	-280.9966	-355.6938	-5.5337	14.1461	-2.0193	-0.4420	1.4790	0.5775	2351533.2031	14.6536	16.8155	6.5816	1.7886	10.7858	-1.1103	0.2746	-0.8238	0.0369	0.0000	0.0000
2352626.9531	-21.1769	-69.2881	-81.4999	-0.4619	3.6098	0.3822	-0.8533	-0.3010	-0.2972	2354218.7500	34.2506	-9.2865	-16.0403	-1.9627	9.5587	-0.2231	-0.3519	-0.8047	0.1054	2354218.7500	1.8013	-9.5886	0.7680	1.7689	5.2795	-8.2001	-0.0302	0.0937	0.7115	2353701.1719	-67.1208	-100.9828	-17.2634	-4.1405	7.6933	2.9958	0.2980	-0.6564	-0.1756	2354218.7500	3509014450.7586	3509012096.5399	79.0157	-234.5209	-76.4913	4.2359	9.6795	1.7242	0.1245	-0.7915	0.0105	2354218.7500	-146.0417	-280.9966	-355.6938	-6.4108	13.6639	-3.0269	-0.4380	1.4832	0.5892	2351542.9687	14.3595	22.5972	7.5935	1.7043	11.1634	-1.5806	0.2857	-0.8161	0.0300	0.0000	0.0000
2352636.7187	-27.8061	-45.8864	-48.0441	-1.1851	3.0752	-0.2069	-0.8533	-0.2816	-0.2777	2354228.5156	34.2506	-9.2865	-16.0403	-1.8035	9.4839	0.0929	-0.3519	-0.8047	0.1054	2354228.5156	1.8013	-9.5886	0.7680	2.0803	5.1249	-7.9712	-0.0282	0.1250	0.7181	2353710.9375	-67.1208	-100.9828	-17.2634	-4.1328	7.6933	3.7678	0.2765	-0.6831	-0.1874	2354228.5156	3509014450.7684	3509012096.5399	79.0157	-234.5209	-76.4913	4.7054	8.9781	1.5732	0.1245	-0.7915	0.0105	2354228.5156	-105.6300	-120.2277	-355.4185	-7.4309	11.9786	-2.5748	-0.4140	1.4832	0.5915	2351552.7344	14.3595	22.5972	7.5935	1.3828	11.0838	-1.8909	0.2746	-0.8429	0.0276	0.0000	0.0000
2352646.4844	-27.8061	-45.8864	-48.0441	-0.7881	2.7697	-0.3582	-0.8590	-0.2835	-0.2907	2354238.2812	34.2506	-9.2865	-16.0403	-1.4851	9.5635	0.2485	-0.3500	-0.7676	0.0989	2354238.2812	0.8433	-8.4144	-0.7160	2.0803	4.9666	-8.1233	-0.0282	0.1250	0.7181	2353720.7031	-25.0268	-55.9815	-20.1020	-4.3550	8.0752	4.7698	0.2824	-0.6914	-0.1803	2354238.2812	3509014450.7782	3509012096.5399	79.0157	-234.5209	-76.4913	4.5489	8.9591	-0.3229	0.1000	-0.8191	-0.0084	2354238.2812	-105.6300	-120.2277	-355.4185	-8.2169	9.9035	-2.3584	-0.4140	1.4832	0.5915	2351562.5000	14.3595	22.5972	7.5935	1.7004	11.3889	-1.9717	0.2839	-0.8525	0.0300	0.0000	0.0000
2352656.2500	-27.8061	-45.8864	-48.0441	0.0156	2.6169	0.3121	-0.8514	-0.2854	-0.2820	2354248.0469	36.9549	-29.6803	-17.9110	-1.2463	9.4082	0.3303	-0.3673	-0.7852	0.0968	2354248.0469	0.8433	-8.4144	-0.7160	2.0803	5.2787	-8.2801	-0.0503	0.0729	0.7269	2353730.4687	-25.0268	-55.9815	-20.1020	-3.7320	7.6933	5.1534	0.2824	-0.6749	-0.1710	2354248.0469	3509014450.7879	3509012096.5399	79.3309	-272.8856	-95.2545	3.5318	8.5561	-1.7411	0.0959	-0.7872	-0.0400	2354248.0469	-105.6300	-120.2277	-355.4185	-8.1315	8.3765	-1.6927	-0.4280	1.4853	0.5986	2351572.2656	5.5313	21.8859	5.5220	2.0126	12.0708	-2.6007	0.2690	-0.8716	0.0323	0.0000	0.0000
2352666.0156	5.3881	-6.3135	-3.9320	0.8208	2.3878	1.1336	-0.8610	-0.2835	-0.2755	2354257.8125	36.9549	-29.6803	-17.9110	-1.3259	9.5635	0.2485	-0.3500	-0.8145	0.0903	2354257.8125	0.8433	-8.4144	-0.7160	2.0803	5.0450	-8.1241	-0.0121	0.1313	0.7070	2353740.2344	-25.0268	-55.9815	-20.1020	-1.6551	7.7697	3.8966	0.2824	-0.6749	-0.1710	2354257.8125	3509014450.7977	3509012096.5399	79.3309	-272.8856	-95.2545	1.8105	8.3943	-2.3716	0.0959	-0.7872	-0.0400	2354257.8125	-30.1248	-41.0430	-246.7549	-7.1067	6.6054	-1.6778	-0.4160	1.4895	0.6268	2351582.0312	5.5313	21.8859	5.5220	2.9491	12.2815	-4.4691	0.2635	-0.8257	0.0369	0.0000	0.0000
2352675.7812	5.3881	-6.3135	-3.9320	1.7756	2.3878	0.9736	-0.8610	-0.3087	-0.2733	2354267.5781	36.9549	-29.6803	-17.9110	-1.4851	9.4846	0.1715	-0.3500	-0.8145	0.0903	2354267.5781	-1.4192	-10.5653	1.3682	2.0024	4.9681	-7.9689	-0.0121	0.1313	0.7070	2353750.0000	-53.3752	-33.2330	-9.4295	-0.8179	8.3043	2.4933	0.2725	-0.6770	-0.1803	2354267.5781	3509014450.8075	3509012096.5399	79.3309	-272.8856	-95.2545	1.9670	7.6080	-3.2329	0.0776	-0.8128	-0.0568	2354267.5781	-30.1248	-41.0430	-246.7549	-6.5427	4.7045	-0.4570	-0.4260	1.4580	0.6150	2351591.7969	5.5313	21.8859	5.5220	4.5209	12.4142	-6.4923	0.2727	-0.8506	0.0346	0.0000	0.0000
2352685.5469	5.3881	-6.3135	-3.9320	2.6237	2.0060	-1.8888	-0.8781	-0.2990	-0.2842	2354277.3437	38.4139	-16.4768	-20.5259	-2.2811	9.7180	0.0882	-0.3692	-0.7754	0.0796	2354277.3437	-1.4192	-10.5653	1.3682	1.9246	4.9666	-8.1217	-0.0443	0.1521	0.7137	2353759.7656	-53.3752	-33.2330	-9.4295	-0.2011	8.3043	2.2555	0.2549	-0.6996	-0.1639	2354277.3437	3509014450.8172	3509012096.5399	83.9722	-167.7662	-103.4697	2.7494	7.2970	-3.2298	0.0245	-0.8043	-0.0758	2354277.3437	-30.1248	-41.0430	-246.7549	-6.4572	2.7155	0.2179	-0.4260	1.4580	0.6150	2351601.5625	-13.2236	40.4722	-3.5323	3.3972	12.1755	-7.4231	0.2894	-0.8410	0.0461	0.0000	0.0000
